index_zmu;POP_TOT_ZMU;zmu;comune;nome_comun;quartiere;pgtu;municipio;OperatorInfo;NumberOfPoints;ID;city;Connection_TypeID;Connection_ID;Power;charging_stations
1167.0;636;1001203;58091;Roma;Europa;4;9.0;Roma dell'Arte 20 | EnelX;4;130840;Roma;25;182680;22;1
1167.0;636;1001203;58091;Roma;Europa;4;9.0;EnelX EVA+ Viale Europa;4;101697;Roma;33;143097;50;1
1167.0;636;1001203;58091;Roma;Europa;4;9.0;EnelX EVA+ Viale Europa;4;101697;Roma;1036;143099;43;1
1167.0;636;1001203;58091;Roma;Europa;4;9.0;EnelX EVA+ Viale Europa;4;101697;Roma;2;143098;50;1
1167.0;636;1001203;58091;Roma;Europa;4;9.0;EnelX EVA+ Viale dell'Arte 19;2;125474;Roma;33;175372;50;1
1167.0;636;1001203;58091;Roma;Europa;4;9.0;EnelX EVA+ Viale dell'Arte 19;2;125474;Roma;1036;175374;43;1
1167.0;636;1001203;58091;Roma;Europa;4;9.0;EnelX EVA+ Viale dell'Arte 19;2;125474;Roma;2;175373;50;1
1167.0;636;1001203;58091;Roma;Europa;4;9.0;Roma Industria | EnelX;4;127872;Roma;25;178520;22;1
1167.0;636;1001203;58091;Roma;Europa;4;9.0;Roma Industria | EnelX;4;127872;Roma;36;178521;3.7;1
1171.0;525;1001134;58091;Roma;Ostiense;3;8.0;Via Rodrigo De Triana;2;194135;Rome;2;315462;50;1
1171.0;525;1001134;58091;Roma;Ostiense;3;8.0;Via Rodrigo De Triana;2;194135;Rome;33;315461;50;1
1171.0;525;1001134;58091;Roma;Ostiense;3;8.0;Via Rodrigo De Triana;2;194135;Rome;1036;315463;43;1
1171.0;525;1001134;58091;Roma;Ostiense;3;8.0;Via Bartolomeo Diaz;2;194136;Rome;33;315464;50;1
1171.0;525;1001134;58091;Roma;Ostiense;3;8.0;Via Bartolomeo Diaz;2;194136;Rome;1036;315466;43;1
1171.0;525;1001134;58091;Roma;Ostiense;3;8.0;Via Bartolomeo Diaz;2;194136;Rome;2;315465;50;1
1171.0;525;1001134;58091;Roma;Ostiense;3;8.0;Eataly Roma Ostiense | EnelX;2;58059;Roma;25;73031;22;1
1171.0;525;1001134;58091;Roma;Ostiense;3;8.0;Eataly Roma Ostiense | EnelX;2;58059;Roma;36;73032;3;1
1177.0;3200;1001143;58091;Roma;Ostiense;3;8.0;Eneldrive Usodimare;1;58061;Roma;36;73036;3;1
1177.0;3200;1001143;58091;Roma;Ostiense;3;8.0;Eneldrive Usodimare;1;58061;Roma;25;73035;3;1
1177.0;3200;1001143;58091;Roma;Ostiense;3;8.0;Roma Capitale - Dipartimento Mobilità e Trasporti | EnelX;1;58060;Roma;25;73033;22;1
1177.0;3200;1001143;58091;Roma;Ostiense;3;8.0;Roma Capitale - Dipartimento Mobilità e Trasporti | EnelX;1;58060;Roma;36;73034;3;1
1177.0;3200;1001143;58091;Roma;Ostiense;3;8.0;Piazza Giovanni Da Verazzano;2;194137;Rome;2;315468;50;1
1177.0;3200;1001143;58091;Roma;Ostiense;3;8.0;Piazza Giovanni Da Verazzano;2;194137;Rome;1036;315469;43;1
1177.0;3200;1001143;58091;Roma;Ostiense;3;8.0;Roma Ministero dell'Ambiente | EnelX;2;58057;Roma;36;73028;3;1
1177.0;3200;1001143;58091;Roma;Ostiense;3;8.0;Piazza Giovanni Da Verazzano;2;194137;Rome;33;315467;50;1
1177.0;3200;1001143;58091;Roma;Ostiense;3;8.0;Roma Ministero dell'Ambiente | EnelX;2;58057;Roma;25;73027;3;1
1181.0;533;1001142;58091;Roma;Ostiense;3;8.0;Sede Croce Rossa Italiana Roma | EnelX;2;58038;Roma;36;72993;3;1
1181.0;533;1001142;58091;Roma;Ostiense;3;8.0;Sede Croce Rossa Italiana Roma | EnelX;2;58038;Roma;25;72992;3;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;Roma Ospedale S. Eugenio | EnelX;1;58033;Roma;25;72982;3;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;Roma Ospedale S. Eugenio | EnelX;1;58033;Roma;36;72983;3;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;Hotel  Villa Eur;2;78111;Roma;1036;112347;22;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;Eneldrive Douhet;2;58034;Roma;36;72985;3;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;Eneldrive Douhet;2;58034;Roma;25;72984;3;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;Be Charge Eni;2;190730;Roma;1036;308603;22;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;Be Charge Eni;2;190730;Roma;33;308602;110;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;EnelX EVA+ Viale dell'Arte 68;4;101698;Roma;33;143100;50;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;EnelX EVA+ Viale dell'Arte 68;4;101698;Roma;2;143101;50;1
1182.0;3821;1001204;58091;Roma;Europa;4;9.0;EnelX EVA+ Viale dell'Arte 68;4;101698;Roma;1036;143102;43;1
1183.0;2138;1001338;58091;Roma;Lido di Ostia Levante;6;10.0;Ostia Vannutelli | EnelX;4;126352;Roma;25;176606;22;1
1183.0;2138;1001338;58091;Roma;Lido di Ostia Levante;6;10.0;Ostia Vannutelli | EnelX;4;126352;Roma;36;176607;3.7;1
1183.0;2138;1001338;58091;Roma;Lido di Ostia Levante;6;10.0;Stazione Ostia Lido Centro | EnelX;4;130227;Roma;25;181867;22;1
1183.0;2138;1001338;58091;Roma;Lido di Ostia Levante;6;10.0;Stazione Ostia Lido Centro | EnelX;4;130227;Roma;36;181868;3.7;1
1184.0;1376;1001205;58091;Roma;Europa;4;9.0;EnelX EVA+ Roma Nervi;2;126010;Roma;2;176097;50;1
1184.0;1376;1001205;58091;Roma;Europa;4;9.0;EnelX EVA+ Roma Nervi;2;126010;Roma;1036;176098;43;1
1184.0;1376;1001205;58091;Roma;Europa;4;9.0;EnelX EVA+ Roma Nervi;2;126010;Roma;33;176096;50;1
1184.0;1376;1001205;58091;Roma;Europa;4;9.0;Roma Il Fungo | EnelX;4;126401;Roma;36;176680;3.7;1
1184.0;1376;1001205;58091;Roma;Europa;4;9.0;Roma Il Fungo | EnelX;4;126401;Roma;25;176679;22;1
1184.0;1376;1001205;58091;Roma;Europa;4;9.0;Roma America | EnelX;4;126351;Roma;25;176604;22;1
1184.0;1376;1001205;58091;Roma;Europa;4;9.0;Roma America | EnelX;4;126351;Roma;36;176605;3.7;1
1186.0;1239;1001206;58091;Roma;Europa;4;9.0;Roma Oceano Pacifico | EnelX;2;134644;Roma;36;187941;3.7;1
1186.0;1239;1001206;58091;Roma;Europa;4;9.0;Roma Oceano Pacifico | EnelX;2;134644;Roma;25;187940;22;1
1186.0;1239;1001206;58091;Roma;Europa;4;9.0;Eneldrive Palazzo della Civiltà Italiana;2;58036;Roma;25;72988;3;1
1186.0;1239;1001206;58091;Roma;Europa;4;9.0;Eneldrive Palazzo della Civiltà Italiana;2;58036;Roma;36;72989;3;1
1190.0;5309;1001212;58091;Roma;Torrino;4;9.0;Roma Via Canton | EnelX;2;118609;Roma;36;167332;3.7;1
1190.0;5309;1001212;58091;Roma;Torrino;4;9.0;Roma Via Canton | EnelX;2;118609;Roma;25;167331;22;1
1190.0;5309;1001212;58091;Roma;Torrino;4;9.0;Roma Piazzale Cina 1 | EnelX;2;118608;Roma;25;167329;22;1
1190.0;5309;1001212;58091;Roma;Torrino;4;9.0;Roma Piazzale Cina 1 | EnelX;2;118608;Roma;36;167330;3.7;1
1195.0;13141;1001216;58091;Roma;Fonte Ostiense;4;9.0;Roma Silone | EnelX;2;167632;Roma;25;253318;22;1
1195.0;13141;1001216;58091;Roma;Fonte Ostiense;4;9.0;Roma Silone | EnelX;2;167632;Roma;36;254601;3.7;1
1195.0;13141;1001216;58091;Roma;Fonte Ostiense;4;9.0;Viale Ignazio Silone;4;194126;Rome;36;315436;3.7;1
1195.0;13141;1001216;58091;Roma;Fonte Ostiense;4;9.0;Viale Ignazio Silone;4;194126;Rome;25;315435;22;1
1200.0;1207;1000276;58091;Roma;Trieste;2;2.0;Roma Verbano | EnelX;1;58241;Roma;36;73427;3;1
1200.0;1207;1000276;58091;Roma;Trieste;2;2.0;Roma Verbano | EnelX;1;58241;Roma;25;73426;20;1
1205.0;2042;1000471;58091;Roma;Monte Sacro;3;3.0;Via Val Maira;4;194707;Rome;25;316646;22;1
1205.0;2042;1000471;58091;Roma;Monte Sacro;3;3.0;Via Val Maira;4;194707;Rome;36;316647;3.7;1
1206.0;2014;1001220;58091;Roma;Giuliano-Dalmata;4;9.0;Acea Maximo ;3;210362;Roma;2;349523;50;1
1206.0;2014;1001220;58091;Roma;Giuliano-Dalmata;4;9.0;Acea Maximo ;3;210362;Roma;25;349524;22;1
1206.0;2014;1001220;58091;Roma;Giuliano-Dalmata;4;9.0;Acea Maximo ;3;210362;Roma;33;349522;50;1
1208.0;1562;1001702;58091;Roma;Prati;2;1.0;Eneldrive Risorgimento;2;58109;Roma;36;73136;3;1
1208.0;1562;1001702;58091;Roma;Prati;2;1.0;Garage Properzio | EnelX;2;128486;Roma;25;179311;22;1
1208.0;1562;1001702;58091;Roma;Prati;2;1.0;Eneldrive Risorgimento;2;58109;Roma;25;73135;3;1
1217.0;645;1001829;58091;Roma;Casalotti;5;13.0;Roscini Veicoli Industriali S.P.A.;1;69082;Roma;2;96401;44;1
1223.0;12421;1001229;58091;Roma;Tor de' Cenci;5;9.0;Roma Zaccagnini | EnelX;4;132167;Roma;25;184479;22;1
1223.0;12421;1001229;58091;Roma;Tor de' Cenci;5;9.0;Roma Zaccagnini | EnelX;4;132167;Roma;36;184480;3.7;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Roma de Finetti | EnelX;4;134608;Roma;36;187877;3.7;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Roma de Finetti | EnelX;4;134608;Roma;25;187876;22;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Roma Laurentina Edoardo Amaldi | ENELX FAST;6;167505;Roma;36;253125;3.7;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Roma Laurentina Edoardo Amaldi | ENELX FAST;6;167505;Roma;25;253124;22;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Roma Laurentina Edoardo Amaldi | ENELX FAST;6;167505;Roma;33;253122;50;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Roma Laurentina Edoardo Amaldi | ENELX FAST;6;167505;Roma;1036;253121;43;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Roma Laurentina Edoardo Amaldi | ENELX FAST;6;167505;Roma;2;253123;50;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Via Edoardo Amaldi;4;194124;Rome;36;315432;3.7;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Via Edoardo Amaldi;4;194124;Rome;25;315431;22;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Enel X Leroy Merlin;2;193710;Roma;33;314523;50;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Enel X Leroy Merlin;2;193710;Roma;1036;314525;43;1
1224.0;8636;1001231;58091;Roma;Castel di Leva;5;9.0;Enel X Leroy Merlin;2;193710;Roma;2;314524;50;1
1230.0;2139;1001707;58091;Roma;Della Vittoria;2;1.0;Roma Mazzini | EnelX;2;58111;Roma;25;73139;22;1
1230.0;2139;1001707;58091;Roma;Della Vittoria;2;1.0;Roma Mazzini | EnelX;2;58111;Roma;36;73140;3.7;1
1231.0;3474;1001241;58091;Roma;Giuliano-Dalmata;4;9.0;Roma Sinigaglia | EnelX fast;2;115484;Roma;2;162048;50;1
1231.0;3474;1001241;58091;Roma;Giuliano-Dalmata;4;9.0;Roma Sinigaglia | EnelX fast;2;115484;Roma;1036;162049;43;1
1231.0;3474;1001241;58091;Roma;Giuliano-Dalmata;4;9.0;Roma Sinigaglia | EnelX fast;2;115484;Roma;33;162047;50;1
1231.0;3474;1001241;58091;Roma;Giuliano-Dalmata;4;9.0;Metro Laurentina | EnelX;2;128657;Roma;36;179605;3;1
1231.0;3474;1001241;58091;Roma;Giuliano-Dalmata;4;9.0;Metro Laurentina | EnelX;2;128657;Roma;25;179604;22;1
1237.0;1088;1001349;58091;Roma;Acilia Sud;6;10.0;Aris Garden Hotel;1;118415;10;30;167088;22;1
1238.0;4504;1001253;58091;Roma;Torrino;4;9.0;Acea  Torrino;1;266882;Roma;2;453611;50;1
1238.0;4504;1001253;58091;Roma;Torrino;4;9.0;Acea  Torrino;1;266882;Roma;33;453610;50;1
1238.0;4504;1001253;58091;Roma;Torrino;4;9.0;Acea  Torrino;1;266882;Roma;1036;453612;43;1
1244.0;4910;1001266;58091;Roma;Torrino;4;9.0;Roma Edimburgo | EnelX;4;130837;Roma;36;182677;3.7;1
1244.0;4910;1001266;58091;Roma;Torrino;4;9.0;Roma Edimburgo | EnelX;4;130837;Roma;25;182676;22;1
1244.0;4910;1001266;58091;Roma;Torrino;4;9.0;Roma Bombay | EnelX;4;130801;Roma;25;182634;22;1
1244.0;4910;1001266;58091;Roma;Torrino;4;9.0;Roma Bombay | EnelX;4;130801;Roma;36;182635;3.7;1
1262.0;19;1000718;58091;Roma;Torre Spaccata;4;5.0;YouGo Prenestina | EnelX;2;128497;Roma;36;179328;3.7;1
1262.0;19;1000718;58091;Roma;Torre Spaccata;4;5.0;YouGo Prenestina | EnelX;2;128497;Roma;25;179327;22;1
1270.0;4742;1001314;58091;Roma;Lido di Ostia Ponente;6;10.0;Lido di Ostia Duca di Genova | EnelX;4;118290;Roma;25;166939;22;1
1270.0;4742;1001314;58091;Roma;Lido di Ostia Ponente;6;10.0;Lido di Ostia Duca di Genova | EnelX;4;118290;Roma;36;166940;3.7;1
1270.0;4742;1001314;58091;Roma;Lido di Ostia Ponente;6;10.0;Exdepò;1;21569;Ostia;0;120161;not available;1
1271.0;2082;1001316;58091;Roma;Lido di Ostia Levante;6;10.0;Eneldrive Lungomare Paolo Toscanelli;2;57991;Roma;36;72911;3;1
1271.0;2082;1001316;58091;Roma;Lido di Ostia Levante;6;10.0;Roma Regina Pacis | EnelX;2;57992;Roma;25;72912;22;1
1271.0;2082;1001316;58091;Roma;Lido di Ostia Levante;6;10.0;Roma Regina Pacis | EnelX;2;57992;Roma;36;72913;3;1
1271.0;2082;1001316;58091;Roma;Lido di Ostia Levante;6;10.0;Eneldrive Lungomare Paolo Toscanelli;2;57991;Roma;25;72910;3;1
1275.0;905;1001321;58091;Roma;Castel Fusano;6;10.0;Eurospin;2;190329;Rome;25;307693;22;1
1275.0;905;1001321;58091;Roma;Castel Fusano;6;10.0;Eurospin;2;190329;Rome;25;307692;22;1
1289.0;170;1001417;58120;Fiumicino;;7;;Lungomare della Salute;2;191250;Fiumicino;1036;309622;43;1
1289.0;170;1001417;58120;Fiumicino;;7;;Lungomare della Salute;2;191250;Fiumicino;33;309620;50;1
1289.0;170;1001417;58120;Fiumicino;;7;;Lungomare della Salute;2;191250;Fiumicino;2;309621;50;1
1319.0;10200;1001504;58091;Roma;Portuense;3;11.0;Via Gerolamo Cardano;2;194140;Rome;1036;315477;43;1
1319.0;10200;1001504;58091;Roma;Portuense;3;11.0;Via Gerolamo Cardano;2;194140;Rome;2;315476;50;1
1319.0;10200;1001504;58091;Roma;Portuense;3;11.0;Via Gerolamo Cardano;2;194140;Rome;33;315475;50;1
